Car ID,Brand,Model,Year,Color,Mileage,Price,Location,Mileage_
1264,Ford,Edge,2018,Blue,50000,24000,Chicago,Middle
1265,Chevrolet,Tahoe,2015,Black,45000,23000,Miami,Middle
1266,Hyundai,Palisade,2019,Silver,40000,27000,San Francisco,Middle
1267,Toyota,Sienna,2018,Red,35000,25000,Dallas,Low
1268,Honda,Fit,2016,Gray,70000,28000,Atlanta,High
1269,Ford,Fusion,2018,White,55000,22000,Phoenix,Middle
1270,Chevrolet,Malibu,2019,Blue,50000,21000,Houston,Middle
1271,Hyundai,Venue,2020,Silver,45000,26000,Seattle,Middle
1272,Toyota,Yaris,2015,Black,30000,29000,Los Angeles,Low
1273,Honda,HR-V,2020,White,35000,27000,New York,Low
1274,Ford,EcoSport,2017,Red,55000,12000,Chicago,Middle
1275,Chevrolet,Spark,2015,Blue,50000,15000,Miami,Middle
1276,Hyundai,Accent,2018,Silver,40000,17000,San Francisco,Middle
1277,Toyota,Prius,2016,Gray,60000,14000,Dallas,High
1278,Honda,Civic,2016,White,55000,12000,Atlanta,Middle
1279,Ford,Fiesta,2018,Blue,45000,18000,Phoenix,Middle
1280,Chevrolet,Cruze,2016,Black,35000,16000,Houston,Low
1281,Hyundai,Elantra,2016,Red,55000,14000,Seattle,Middle
1282,Toyota,Camry,2015,Silver,60000,12000,Los Angeles,High
1283,Honda,Accord,2018,White,40000,15000,New York,Middle
1284,Ford,Mustang,2015,Blue,25000,19000,Chicago,Low
1285,Chevrolet,Camaro,2015,Red,30000,18000,Miami,Low
1286,Hyundai,Genesis,2019,Black,65000,22000,San Francisco,High
1287,Toyota,Avalon,2020,Silver,55000,16000,Dallas,Middle
1288,Honda,Civic,2019,Gray,50000,14000,Atlanta,Middle
1289,Ford,Fusion,2015,White,55000,19000,Phoenix,Middle
1290,Chevrolet,Impala,2019,Blue,30000,23000,Houston,Low
1291,Hyundai,Sonata,2018,Red,40000,21000,Seattle,Middle
1292,Toyota,Corolla,2018,Silver,45000,18000,Los Angeles,Middle
1293,Honda,CR-V,2019,White,35000,20000,New York,Low
1294,Ford,Escape,2020,Blue,60000,25000,Chicago,High
1295,Chevrolet,Equinox,2020,Black,55000,24000,Miami,Middle
1296,Hyundai,Tucson,2019,Red,50000,23000,San Francisco,Middle
1297,Toyota,Rav21,2019,Gray,35000,28000,Dallas,Low
1298,Honda,Pilot,2015,White,40000,25000,Atlanta,Middle
1299,Ford,Explorer,2016,Blue,70000,27000,Phoenix,High
1300,Chevrolet,Traverse,2020,Black,55000,22000,Houston,Middle
1301,Hyundai,Santa Fe,2018,Red,50000,21000,Seattle,Middle
1302,Toyota,4Runner,2015,Silver,45000,26000,Los Angeles,Middle
1303,Honda,Odyssey,2015,White,30000,29000,New York,Low
1304,Ford,Edge,2015,Blue,35000,27000,Chicago,Low
1305,Chevrolet,Tahoe,2020,Black,55000,12000,Miami,Middle
1306,Hyundai,Palisade,2018,Silver,50000,15000,San Francisco,Middle
1307,Toyota,Sienna,2019,Red,40000,17000,Dallas,Middle
1308,Honda,Fit,2018,Gray,60000,14000,Atlanta,High
1309,Ford,Fusion,2019,White,55000,12000,Phoenix,Middle
1310,Chevrolet,Malibu,2017,Blue,50000,15000,Houston,Middle
1311,Hyundai,Venue,2020,Silver,40000,17000,Seattle,Middle
1312,Toyota,Yaris,2019,Black,35000,14000,Los Angeles,Low
1313,Toyota,Camry,2015,White,70000,12000,Los Angeles,High
1314,Honda,Civic,2019,Blue,55000,15000,New York,Middle
1315,Toyota,Camry,2020,White,50000,17000,Los Angeles,Middle
1316,Honda,Civic,2015,Blue,40000,14000,New York,Middle
1317,Ford,Focus,2017,Silver,45000,16000,Chicago,Middle
1318,Chevrolet,Cruze,2018,Red,35000,18000,Miami,Low
1319,Hyundai,Elantra,2019,Black,60000,19000,San Francisco,High
1320,Toyota,Corolla,2020,Gray,50000,18000,Dallas,Middle
1321,Honda,Accord,2016,White,40000,22000,Atlanta,Middle
1322,Ford,Mustang,2016,Yellow,35000,25000,Phoenix,Low
1323,Chevrolet,Impala,2020,Black,70000,18000,Houston,High
1324,Hyundai,Sonata,2015,Blue,55000,19000,Seattle,Middle
1325,Toyota,Rav22,2015,Gray,50000,17000,Los Angeles,Middle
1326,Honda,CR-V,2020,Red,45000,16000,New York,Middle
1327,Ford,Escape,2018,White,40000,18000,Chicago,Middle
1328,Chevrolet,Equinox,2017,Black,35000,20000,Miami,Low
1329,Hyundai,Kona,2017,Blue,55000,19000,San Francisco,Middle
1330,Toyota,Highlander,2020,Silver,50000,23000,Dallas,Middle
1331,Honda,Pilot,2015,Gray,40000,21000,Atlanta,Middle
1332,Ford,Explorer,2018,White,35000,24000,Phoenix,Low
1333,Chevrolet,Traverse,2020,Black,70000,20000,Houston,High
1334,Hyundai,Santa Fe,2019,Red,55000,22000,Seattle,Middle
1335,Toyota,4Runner,2015,Silver,50000,24000,Los Angeles,Middle
1336,Honda,Odyssey,2016,White,45000,23000,New York,Middle
1337,Ford,Edge,2019,Blue,40000,27000,Chicago,Middle
1338,Chevrolet,Tahoe,2018,Black,35000,25000,Miami,Low
1339,Hyundai,Palisade,2015,Silver,70000,28000,San Francisco,High
1340,Toyota,Sienna,2019,Red,55000,22000,Dallas,Middle
1341,Honda,Fit,2016,Gray,50000,21000,Atlanta,Middle
1342,Ford,Fusion,2017,White,45000,26000,Phoenix,Middle
1343,Chevrolet,Malibu,2016,Blue,30000,29000,Houston,Low
1344,Hyundai,Venue,2018,Silver,35000,27000,Seattle,Low
1345,Toyota,Yaris,2016,Black,55000,12000,Los Angeles,Middle
1346,Honda,HR-V,2018,White,50000,15000,New York,Middle
1347,Ford,EcoSport,2015,Red,40000,17000,Chicago,Middle
1348,Chevrolet,Spark,2015,Blue,60000,14000,Miami,High
1349,Hyundai,Accent,2016,Silver,55000,12000,San Francisco,Middle
1350,Toyota,Prius,2018,Gray,45000,18000,Dallas,Middle
1351,Honda,Civic,2015,White,35000,16000,Atlanta,Low
1352,Ford,Fiesta,2017,Blue,55000,14000,Phoenix,Middle
1353,Chevrolet,Cruze,2020,Black,60000,12000,Houston,High
1354,Hyundai,Elantra,2017,Red,40000,15000,Seattle,Middle
1355,Toyota,Camry,2018,Silver,25000,19000,Los Angeles,Low
1356,Honda,Accord,2018,White,30000,18000,New York,Low
1357,Ford,Mustang,2019,Blue,65000,22000,Chicago,High
1358,Chevrolet,Camaro,2018,Red,55000,16000,Miami,Middle
1359,Hyundai,Genesis,2019,Black,50000,14000,San Francisco,Middle
1360,Toyota,Avalon,2016,Silver,55000,19000,Dallas,Middle
1361,Honda,Civic,2015,Gray,30000,23000,Atlanta,Low
1362,Ford,Fusion,2015,White,40000,21000,Phoenix,Middle
1363,Chevrolet,Impala,2017,Blue,45000,18000,Houston,Middle
1364,Hyundai,Sonata,2020,Red,35000,20000,Seattle,Low
1365,Toyota,Corolla,2017,Silver,60000,25000,Los Angeles,High
1366,Honda,CR-V,2017,White,55000,24000,New York,Middle
1367,Ford,Escape,2017,Blue,50000,23000,Chicago,Middle
1368,Chevrolet,Equinox,2015,Black,35000,28000,Miami,Low
1369,Hyundai,Tucson,2020,Red,40000,25000,San Francisco,Middle
1370,Toyota,Rav22,2019,Gray,70000,27000,Dallas,High
1371,Honda,Pilot,2017,White,55000,22000,Atlanta,Middle
1372,Ford,Explorer,2016,Blue,50000,21000,Phoenix,Middle
1373,Chevrolet,Traverse,2018,Black,45000,26000,Houston,Middle
1374,Hyundai,Santa Fe,2018,Red,30000,29000,Seattle,Low
1375,Toyota,4Runner,2020,Silver,35000,27000,Los Angeles,Low
1376,Honda,Odyssey,2015,White,55000,12000,New York,Middle
1377,Ford,Edge,2016,Blue,50000,15000,Chicago,Middle
1378,Chevrolet,Tahoe,2016,Black,40000,17000,Miami,Middle
1379,Hyundai,Palisade,2018,Silver,60000,14000,San Francisco,High
1380,Toyota,Sienna,2015,Red,55000,12000,Dallas,Middle
1381,Honda,Fit,2018,Gray,50000,15000,Atlanta,Middle
1382,Ford,Fusion,2020,White,40000,17000,Phoenix,Middle
1383,Chevrolet,Malibu,2017,Blue,35000,14000,Houston,Low
1384,Hyundai,Venue,2020,Silver,70000,12000,Seattle,High
1385,Toyota,Yaris,2018,Black,55000,15000,Los Angeles,Middle
1386,Toyota,Camry,2020,White,50000,17000,Los Angeles,Middle
1387,Honda,Civic,2016,Blue,40000,14000,New York,Middle
1388,Toyota,Camry,2015,White,45000,16000,Los Angeles,Middle
1389,Honda,Civic,2019,Blue,35000,18000,New York,Low
1390,Ford,Focus,2017,Silver,60000,19000,Chicago,High
1391,Chevrolet,Cruze,2015,Red,50000,18000,Miami,Middle
1392,Hyundai,Elantra,2015,Black,40000,22000,San Francisco,Middle
1393,Toyota,Corolla,2019,Gray,35000,25000,Dallas,Low
1394,Honda,Accord,2018,White,70000,18000,Atlanta,High
1395,Ford,Mustang,2017,Yellow,55000,19000,Phoenix,Middle
1396,Chevrolet,Impala,2020,Black,50000,17000,Houston,Middle
1397,Hyundai,Sonata,2020,Blue,45000,16000,Seattle,Middle
1398,Toyota,Rav23,2016,Gray,40000,18000,Los Angeles,Middle
1399,Honda,CR-V,2019,Red,35000,20000,New York,Low
1400,Ford,Escape,2015,White,55000,19000,Chicago,Middle
1401,Chevrolet,Equinox,2017,Black,50000,23000,Miami,Middle
1402,Hyundai,Kona,2019,Blue,40000,21000,San Francisco,Middle
1403,Toyota,Highlander,2020,Silver,35000,24000,Dallas,Low
1404,Honda,Pilot,2019,Gray,70000,20000,Atlanta,High
1405,Ford,Explorer,2016,White,55000,22000,Phoenix,Middle
1406,Chevrolet,Traverse,2017,Black,50000,24000,Houston,Middle
1407,Hyundai,Santa Fe,2015,Red,45000,23000,Seattle,Middle
1408,Toyota,4Runner,2016,Silver,40000,27000,Los Angeles,Middle
1409,Honda,Odyssey,2020,White,35000,25000,New York,Low
1410,Ford,Edge,2018,Blue,70000,28000,Chicago,High
1411,Chevrolet,Tahoe,2020,Black,55000,22000,Miami,Middle
1412,Hyundai,Palisade,2016,Silver,50000,21000,San Francisco,Middle
1413,Toyota,Sienna,2017,Red,45000,26000,Dallas,Middle
1414,Honda,Fit,2016,Gray,30000,29000,Atlanta,Low
1415,Ford,Fusion,2015,White,35000,27000,Phoenix,Low
1416,Chevrolet,Malibu,2016,Blue,55000,12000,Houston,Middle
1417,Hyundai,Venue,2020,Silver,50000,15000,Seattle,Middle
1418,Toyota,Yaris,2019,Black,40000,17000,Los Angeles,Middle
1419,Honda,HR-V,2018,White,60000,14000,New York,High
1420,Ford,EcoSport,2020,Red,55000,12000,Chicago,Middle
1421,Chevrolet,Spark,2015,Blue,45000,18000,Miami,Middle
1422,Hyundai,Accent,2019,Silver,35000,16000,San Francisco,Low
1423,Toyota,Prius,2017,Gray,55000,14000,Dallas,Middle
1424,Honda,Civic,2016,White,60000,12000,Atlanta,High
1425,Ford,Fiesta,2020,Blue,40000,15000,Phoenix,Middle
1426,Chevrolet,Cruze,2020,Black,25000,19000,Houston,Low
1427,Hyundai,Elantra,2017,Red,30000,18000,Seattle,Low
1428,Toyota,Camry,2019,Silver,65000,22000,Los Angeles,High
1429,Honda,Accord,2015,White,55000,16000,New York,Middle
1430,Ford,Mustang,2019,Blue,50000,14000,Chicago,Middle
1431,Chevrolet,Camaro,2018,Red,55000,19000,Miami,Middle
1432,Hyundai,Genesis,2019,Black,30000,23000,San Francisco,Low
1433,Toyota,Avalon,2019,Silver,40000,21000,Dallas,Middle
1434,Honda,Civic,2020,Gray,45000,18000,Atlanta,Middle
1435,Ford,Fusion,2018,White,35000,20000,Phoenix,Low
1436,Chevrolet,Impala,2017,Blue,60000,25000,Houston,High
1437,Hyundai,Sonata,2019,Red,55000,24000,Seattle,Middle
1438,Toyota,Corolla,2020,Silver,50000,23000,Los Angeles,Middle
1439,Honda,CR-V,2015,White,35000,28000,New York,Low
1440,Ford,Escape,2020,Blue,40000,25000,Chicago,Middle
1441,Chevrolet,Equinox,2020,Black,70000,27000,Miami,High
1442,Hyundai,Tucson,2018,Red,55000,22000,San Francisco,Middle
1443,Toyota,Rav23,2016,Gray,50000,21000,Dallas,Middle
1444,Honda,Pilot,2019,White,45000,26000,Atlanta,Middle
1445,Ford,Explorer,2015,Blue,30000,29000,Phoenix,Low
1446,Chevrolet,Traverse,2017,Black,35000,27000,Houston,Low
1447,Hyundai,Santa Fe,2017,Red,55000,12000,Seattle,Middle
1448,Toyota,4Runner,2016,Silver,50000,15000,Los Angeles,Middle
1449,Honda,Odyssey,2016,White,40000,17000,New York,Middle
1450,Ford,Edge,2017,Blue,60000,14000,Chicago,High
1451,Chevrolet,Tahoe,2020,Black,55000,12000,Miami,Middle
1452,Hyundai,Palisade,2016,Silver,50000,15000,San Francisco,Middle
1453,Toyota,Sienna,2018,Red,40000,17000,Dallas,Middle
1454,Honda,Fit,2018,Gray,35000,14000,Atlanta,Low
1455,Ford,Fusion,2020,White,70000,12000,Phoenix,High
1456,Chevrolet,Malibu,2017,Blue,55000,15000,Houston,Middle
1457,Hyundai,Venue,2017,Silver,50000,17000,Seattle,Middle
1458,Toyota,Yaris,2015,Black,40000,14000,Los Angeles,Middle
1459,Toyota,Camry,2017,White,45000,16000,Los Angeles,Middle
1460,Honda,Civic,2017,Blue,35000,18000,New York,Low
1461,Toyota,Camry,2015,White,60000,19000,Los Angeles,High
1462,Honda,Civic,2016,Blue,50000,18000,New York,Middle
1463,Ford,Focus,2018,Silver,40000,22000,Chicago,Middle
1464,Chevrolet,Cruze,2019,Red,35000,25000,Miami,Low
1465,Hyundai,Elantra,2020,Black,70000,18000,San Francisco,High
1466,Toyota,Corolla,2020,Gray,55000,19000,Dallas,Middle
1467,Honda,Accord,2017,White,50000,17000,Atlanta,Middle
1468,Ford,Mustang,2016,Yellow,45000,16000,Phoenix,Middle
1469,Chevrolet,Impala,2018,Black,40000,18000,Houston,Middle
1470,Hyundai,Sonata,2016,Blue,35000,20000,Seattle,Low
1471,Toyota,Rav24,2016,Gray,55000,19000,Los Angeles,Middle
1472,Honda,CR-V,2017,Red,50000,23000,New York,Middle
1473,Ford,Escape,2017,White,40000,21000,Chicago,Middle
1474,Chevrolet,Equinox,2019,Black,35000,24000,Miami,Low
1475,Hyundai,Kona,2018,Blue,70000,20000,San Francisco,High
1476,Toyota,Highlander,2015,Silver,55000,22000,Dallas,Middle
1477,Honda,Pilot,2015,Gray,50000,24000,Atlanta,Middle
1478,Ford,Explorer,2020,White,45000,23000,Phoenix,Middle
1479,Chevrolet,Traverse,2020,Black,40000,27000,Houston,Middle
1480,Hyundai,Santa Fe,2017,Red,35000,25000,Seattle,Low
1481,Toyota,4Runner,2018,Silver,70000,28000,Los Angeles,High
1482,Honda,Odyssey,2017,White,55000,22000,New York,Middle
1483,Ford,Edge,2015,Blue,50000,21000,Chicago,Middle
1484,Chevrolet,Tahoe,2015,Black,45000,26000,Miami,Middle
1485,Hyundai,Palisade,2019,Silver,30000,29000,San Francisco,Low
1486,Toyota,Sienna,2017,Red,35000,27000,Dallas,Low
1487,Honda,Fit,2017,Gray,55000,12000,Atlanta,Middle
1488,Ford,Fusion,2019,White,50000,15000,Phoenix,Middle
1489,Chevrolet,Malibu,2016,Blue,40000,17000,Houston,Middle
1490,Hyundai,Venue,2015,Silver,60000,14000,Seattle,High
1491,Toyota,Yaris,2015,Black,55000,12000,Los Angeles,Middle
1492,Honda,HR-V,2018,White,45000,18000,New York,Middle
1493,Ford,EcoSport,2016,Red,35000,16000,Chicago,Low
1494,Chevrolet,Spark,2018,Blue,55000,14000,Miami,Middle
1495,Hyundai,Accent,2018,Silver,60000,12000,San Francisco,High
1496,Toyota,Prius,2020,Gray,40000,15000,Dallas,Middle
1497,Honda,Civic,2018,White,25000,19000,Atlanta,Low
1498,Ford,Fiesta,2017,Blue,30000,18000,Phoenix,Low
1499,Chevrolet,Cruze,2018,Black,65000,22000,Houston,High
1500,Hyundai,Elantra,2018,Red,55000,16000,Seattle,Middle
1501,Toyota,Camry,2018,Silver,50000,14000,Los Angeles,Middle
1502,Honda,Accord,2015,White,55000,19000,New York,Middle
1503,Ford,Mustang,2015,Blue,30000,23000,Chicago,Low
1504,Chevrolet,Camaro,2019,Red,40000,21000,Miami,Middle
1505,Hyundai,Genesis,2016,Black,45000,18000,San Francisco,Middle
1506,Toyota,Avalon,2018,Silver,35000,20000,Dallas,Low
1507,Honda,Civic,2015,Gray,60000,25000,Atlanta,High
1508,Ford,Fusion,2019,White,55000,24000,Phoenix,Middle
1509,Chevrolet,Impala,2017,Blue,50000,23000,Houston,Middle
1510,Hyundai,Sonata,2015,Red,35000,28000,Seattle,Low
1511,Toyota,Corolla,2019,Silver,40000,25000,Los Angeles,Middle
1512,Honda,CR-V,2017,White,70000,27000,New York,High
1513,Ford,Escape,2018,Blue,55000,22000,Chicago,Middle
1514,Chevrolet,Equinox,2019,Black,50000,21000,Miami,Middle
1515,Hyundai,Tucson,2018,Red,45000,26000,San Francisco,Middle
1516,Toyota,Rav24,2017,Gray,30000,29000,Dallas,Low
1517,Honda,Pilot,2018,White,35000,27000,Atlanta,Low
1518,Ford,Explorer,2016,Blue,55000,12000,Phoenix,Middle
1519,Chevrolet,Traverse,2020,Black,50000,15000,Houston,Middle
1520,Hyundai,Santa Fe,2017,Red,40000,17000,Seattle,Middle
1521,Toyota,4Runner,2020,Silver,60000,14000,Los Angeles,High
1522,Honda,Odyssey,2017,White,55000,12000,New York,Middle
1523,Ford,Edge,2015,Blue,50000,15000,Chicago,Middle
1524,Chevrolet,Tahoe,2017,Black,40000,17000,Miami,Middle
1525,Hyundai,Palisade,2019,Silver,35000,14000,San Francisco,Low
1526,Toyota,Sienna,2017,Red,70000,12000,Dallas,High
1527,Honda,Fit,2017,Gray,55000,15000,Atlanta,Middle
1528,Ford,Fusion,2020,White,50000,17000,Phoenix,Middle
1529,Chevrolet,Malibu,2019,Blue,40000,14000,Houston,Middle
1530,Hyundai,Venue,2018,Silver,45000,16000,Seattle,Middle
1531,Toyota,Yaris,2019,Black,35000,18000,Los Angeles,Low
1532,Toyota,Camry,2016,White,60000,19000,Los Angeles,High
1533,Honda,Civic,2017,Blue,50000,18000,New York,Middle
1534,Toyota,Camry,2019,White,40000,22000,Los Angeles,Middle
1535,Honda,Civic,2015,Blue,35000,25000,New York,Low
1536,Ford,Focus,2019,Silver,70000,18000,Chicago,High
1537,Chevrolet,Cruze,2020,Red,55000,19000,Miami,Middle
1538,Hyundai,Elantra,2020,Black,50000,17000,San Francisco,Middle
1539,Toyota,Corolla,2015,Gray,45000,16000,Dallas,Middle
1540,Honda,Accord,2015,White,40000,18000,Atlanta,Middle
1541,Ford,Mustang,2020,Yellow,35000,20000,Phoenix,Low
1542,Chevrolet,Impala,2016,Black,55000,19000,Houston,Middle
1543,Hyundai,Sonata,2017,Blue,50000,23000,Seattle,Middle
1544,Toyota,Rav25,2017,Gray,40000,21000,Los Angeles,Middle
1545,Honda,CR-V,2020,Red,35000,24000,New York,Low
1546,Ford,Escape,2016,White,70000,20000,Chicago,High
1547,Chevrolet,Equinox,2019,Black,55000,22000,Miami,Middle
1548,Hyundai,Kona,2015,Blue,50000,24000,San Francisco,Middle
1549,Toyota,Highlander,2016,Silver,45000,23000,Dallas,Middle
1550,Honda,Pilot,2016,Gray,40000,27000,Atlanta,Middle
1551,Ford,Explorer,2020,White,35000,25000,Phoenix,Low
1552,Chevrolet,Traverse,2020,Black,70000,28000,Houston,High
1553,Hyundai,Santa Fe,2016,Red,55000,22000,Seattle,Middle
1554,Toyota,4Runner,2020,Silver,50000,21000,Los Angeles,Middle
1555,Honda,Odyssey,2018,White,45000,26000,New York,Middle
1556,Ford,Edge,2019,Blue,30000,29000,Chicago,Low
1557,Chevrolet,Tahoe,2016,Black,35000,27000,Miami,Low
1558,Hyundai,Palisade,2018,Silver,55000,12000,San Francisco,Middle
1559,Toyota,Sienna,2017,Red,50000,15000,Dallas,Middle
1560,Honda,Fit,2020,Gray,40000,17000,Atlanta,Middle
1561,Ford,Fusion,2016,White,60000,14000,Phoenix,High
1562,Chevrolet,Malibu,2019,Blue,55000,12000,Houston,Middle
1563,Hyundai,Venue,2019,Silver,45000,18000,Seattle,Middle
1564,Toyota,Yaris,2019,Black,35000,16000,Los Angeles,Low
1565,Honda,HR-V,2017,White,55000,14000,New York,Middle
1566,Ford,EcoSport,2017,Red,60000,12000,Chicago,High
1567,Chevrolet,Spark,2017,Blue,40000,15000,Miami,Middle
1568,Hyundai,Accent,2016,Silver,25000,19000,San Francisco,Low
1569,Toyota,Prius,2017,Gray,30000,18000,Dallas,Low
1570,Honda,Civic,2016,White,65000,22000,Atlanta,High
1571,Ford,Fiesta,2017,Blue,55000,16000,Phoenix,Middle
1572,Chevrolet,Cruze,2020,Black,50000,14000,Houston,Middle
1573,Hyundai,Elantra,2020,Red,55000,19000,Seattle,Middle
1574,Toyota,Camry,2018,Silver,30000,23000,Los Angeles,Low
1575,Honda,Accord,2016,White,40000,21000,New York,Middle
1576,Ford,Mustang,2017,Blue,45000,18000,Chicago,Middle
1577,Chevrolet,Camaro,2015,Red,35000,20000,Miami,Low
1578,Hyundai,Genesis,2016,Black,60000,25000,San Francisco,High
1579,Toyota,Avalon,2018,Silver,55000,24000,Dallas,Middle
1580,Honda,Civic,2016,Gray,50000,23000,Atlanta,Middle
1581,Ford,Fusion,2019,White,35000,28000,Phoenix,Low
1582,Chevrolet,Impala,2017,Blue,40000,25000,Houston,Middle
1583,Hyundai,Sonata,2019,Red,70000,27000,Seattle,High
1584,Toyota,Corolla,2016,Silver,55000,22000,Los Angeles,Middle
1585,Honda,CR-V,2017,White,50000,21000,New York,Middle
1586,Ford,Escape,2015,Blue,45000,26000,Chicago,Middle
1587,Chevrolet,Equinox,2019,Black,30000,29000,Miami,Low
1588,Hyundai,Tucson,2015,Red,35000,27000,San Francisco,Low
1589,Toyota,Rav25,2015,Gray,55000,12000,Dallas,Middle
1590,Honda,Pilot,2020,White,50000,15000,Atlanta,Middle
1591,Ford,Explorer,2016,Blue,40000,17000,Phoenix,Middle
1592,Chevrolet,Traverse,2016,Black,60000,14000,Houston,High
1593,Hyundai,Santa Fe,2015,Red,55000,12000,Seattle,Middle
1594,Toyota,4Runner,2015,Silver,50000,15000,Los Angeles,Middle
1595,Honda,Odyssey,2015,White,40000,17000,New York,Middle
1596,Ford,Edge,2017,Blue,35000,14000,Chicago,Low
1597,Chevrolet,Tahoe,2018,Black,70000,12000,Miami,High
1598,Hyundai,Palisade,2015,Silver,55000,15000,San Francisco,Middle
1599,Toyota,Sienna,2019,Red,50000,17000,Dallas,Middle
1600,Honda,Fit,2017,Gray,40000,14000,Atlanta,Middle
1601,Ford,Fusion,2019,White,45000,16000,Phoenix,Middle
1602,Chevrolet,Malibu,2017,Blue,35000,18000,Houston,Low
1603,Hyundai,Venue,2016,Silver,60000,19000,Seattle,High
1604,Toyota,Yaris,2018,Black,50000,18000,Los Angeles,Middle
1605,Toyota,Camry,2020,White,40000,22000,Los Angeles,Middle
1606,Honda,Civic,2017,Blue,35000,25000,New York,Low
1607,Toyota,Camry,2017,White,70000,18000,Los Angeles,High
1608,Honda,Civic,2017,Blue,55000,19000,New York,Middle
1609,Ford,Focus,2020,Silver,50000,17000,Chicago,Middle
1610,Chevrolet,Cruze,2020,Red,45000,16000,Miami,Middle
1611,Hyundai,Elantra,2018,Black,40000,18000,San Francisco,Middle
1612,Toyota,Corolla,2020,Gray,35000,20000,Dallas,Low
1613,Honda,Accord,2017,White,55000,19000,Atlanta,Middle
1614,Ford,Mustang,2016,Yellow,50000,23000,Phoenix,Middle
1615,Chevrolet,Impala,2015,Black,40000,21000,Houston,Middle
1616,Hyundai,Sonata,2016,Blue,35000,24000,Seattle,Low
1617,Toyota,Rav26,2017,Gray,70000,20000,Los Angeles,High
1618,Honda,CR-V,2016,Red,55000,22000,New York,Middle
1619,Ford,Escape,2018,White,50000,24000,Chicago,Middle
1620,Chevrolet,Equinox,2016,Black,45000,23000,Miami,Middle
1621,Hyundai,Kona,2015,Blue,40000,27000,San Francisco,Middle
1622,Toyota,Highlander,2018,Silver,35000,25000,Dallas,Low
1623,Honda,Pilot,2020,Gray,70000,28000,Atlanta,High
1624,Ford,Explorer,2016,White,55000,22000,Phoenix,Middle
1625,Chevrolet,Traverse,2020,Black,50000,21000,Houston,Middle
1626,Hyundai,Santa Fe,2017,Red,45000,26000,Seattle,Middle
1627,Toyota,4Runner,2018,Silver,30000,29000,Los Angeles,Low
1628,Honda,Odyssey,2020,White,35000,27000,New York,Low
1629,Ford,Edge,2020,Blue,55000,12000,Chicago,Middle
1630,Chevrolet,Tahoe,2017,Black,50000,15000,Miami,Middle
1631,Hyundai,Palisade,2016,Silver,40000,17000,San Francisco,Middle
1632,Toyota,Sienna,2020,Red,60000,14000,Dallas,High
1633,Honda,Fit,2020,Gray,55000,12000,Atlanta,Middle
1634,Ford,Fusion,2017,White,45000,18000,Phoenix,Middle
1635,Chevrolet,Malibu,2018,Blue,35000,16000,Houston,Low
1636,Hyundai,Venue,2019,Silver,55000,14000,Seattle,Middle
1637,Toyota,Yaris,2018,Black,60000,12000,Los Angeles,High
1638,Honda,HR-V,2019,White,40000,15000,New York,Middle
1639,Ford,EcoSport,2018,Red,25000,19000,Chicago,Low
1640,Chevrolet,Spark,2015,Blue,30000,18000,Miami,Low
1641,Hyundai,Accent,2016,Silver,65000,22000,San Francisco,High
1642,Toyota,Prius,2017,Gray,55000,16000,Dallas,Middle
1643,Honda,Civic,2016,White,50000,14000,Atlanta,Middle
1644,Ford,Fiesta,2020,Blue,55000,19000,Phoenix,Middle
1645,Chevrolet,Cruze,2015,Black,30000,23000,Houston,Low
1646,Hyundai,Elantra,2016,Red,40000,21000,Seattle,Middle
1647,Toyota,Camry,2017,Silver,45000,18000,Los Angeles,Middle
1648,Honda,Accord,2019,White,35000,20000,New York,Low
1649,Ford,Mustang,2018,Blue,60000,25000,Chicago,High
1650,Chevrolet,Camaro,2019,Red,55000,24000,Miami,Middle
1651,Hyundai,Genesis,2018,Black,50000,23000,San Francisco,Middle
1652,Toyota,Avalon,2015,Silver,35000,28000,Dallas,Low
1653,Honda,Civic,2017,Gray,40000,25000,Atlanta,Middle
1654,Ford,Fusion,2016,White,70000,27000,Phoenix,High
1655,Chevrolet,Impala,2015,Blue,55000,22000,Houston,Middle
1656,Hyundai,Sonata,2016,Red,50000,21000,Seattle,Middle
1657,Toyota,Corolla,2017,Silver,45000,26000,Los Angeles,Middle
1658,Honda,CR-V,2016,White,30000,29000,New York,Low
1659,Ford,Escape,2017,Blue,35000,27000,Chicago,Low
1660,Chevrolet,Equinox,2019,Black,55000,12000,Miami,Middle
1661,Hyundai,Tucson,2018,Red,50000,15000,San Francisco,Middle
1662,Toyota,Rav26,2020,Gray,40000,17000,Dallas,Middle
1663,Honda,Pilot,2016,White,60000,14000,Atlanta,High
1664,Ford,Explorer,2020,Blue,55000,12000,Phoenix,Middle
1665,Chevrolet,Traverse,2018,Black,50000,15000,Houston,Middle
1666,Hyundai,Santa Fe,2016,Red,40000,17000,Seattle,Middle
1667,Toyota,4Runner,2020,Silver,35000,14000,Los Angeles,Low
1668,Honda,Odyssey,2019,White,70000,12000,New York,High
1669,Ford,Edge,2015,Blue,55000,15000,Chicago,Middle
1670,Chevrolet,Tahoe,2018,Black,50000,17000,Miami,Middle
1671,Hyundai,Palisade,2017,Silver,40000,14000,San Francisco,Middle
1672,Toyota,Sienna,2017,Red,45000,16000,Dallas,Middle
1673,Honda,Fit,2015,Gray,35000,18000,Atlanta,Low
1674,Ford,Fusion,2018,White,60000,19000,Phoenix,High
1675,Chevrolet,Malibu,2016,Blue,50000,18000,Houston,Middle
